,id,Price
3,67325,681.3339638955539
4,189522,527.9576181818901
5,129949,714.9025267619489
8,148555,1014.5395365209342
11,11370,634.1779745170169
15,44616,736.9292723971465
16,61770,841.5065421305295
22,172383,965.3103547946982
24,153195,958.0107107861011
26,72411,567.9279928119599
31,847,1000.9446777363435
32,159240,744.4932058605879
36,33041,960.2307997719839
37,192455,1080.7889090133228
38,26024,1026.6728920221199
40,93371,591.0937385173655
45,175668,750.6914393684671
48,185194,729.1659249456814
49,133156,1039.1048861136296
55,40094,634.2482541834459
56,72207,854.7886625986174
58,191146,850.9467598046292
64,86410,485.2939830926114
68,141203,829.0685795821411
69,153954,692.2063421960337
71,98845,550.1239036524261
72,179000,632.9326865538661
76,162641,739.8135428283738
79,110838,773.7095298287197
80,190639,658.0403070663735
82,137988,427.79696486041524
85,38208,649.34850464667
87,158397,526.7778466996101
92,71715,648.3495852115248
94,12707,637.6566203186726
98,93567,1128.4190636560313
99,129245,539.3552239470595
100,149197,676.6066056638233
102,2591,650.7942773094254
103,163074,707.2180483771994
105,95302,1043.6179787109947
107,182518,1000.2172317078519
112,153025,409.2361715412373
113,106161,829.7905254061366
114,50440,552.1710320131291
115,5660,812.0016061989492
120,59489,557.7581132539469
122,53526,808.239208706425
124,101098,790.4617041715393
125,61824,1156.9272084656109
129,52173,791.6137048351828
130,123032,893.1295084672997
137,124056,807.6051250091751
140,192564,856.7154545454546
143,51895,790.2659897589244
149,34966,520.5373126528327
153,183836,941.7131756768482
154,190112,765.2600042973557
156,96232,800.2059084624942
157,33544,512.9618569172374
158,139635,580.8859068144607
165,183013,451.549406879707
167,100139,975.0942578378953
168,80108,438.6380788535257
172,99867,1158.9912411486887
173,52088,401.1602236411412
181,77091,819.010691087866
182,108762,1081.8001552340213
185,143624,596.3659275707195
193,177309,1112.3167641549549
198,167425,836.3519168149658
201,33172,819.3542952766782
206,102437,582.2743597229421
212,171030,956.8564625550962
216,104032,562.5199469761939
220,91688,476.42594888976026
225,146085,748.0782059733824
226,90528,663.3824398182369
230,105014,687.459132078719
238,68831,913.3248948826476
239,51248,839.259629038241
240,65325,1037.0479798975928
244,41773,873.9763886161116
247,62208,665.3473774689245
248,43879,831.2103679098677
252,69325,847.3907936375462
259,63935,997.8145431962959
260,49615,672.4388476056889
267,67230,564.8718202778487
271,41478,736.4578019996127
274,130622,934.2970013882331
275,143407,859.4275868807964
276,68492,494.6229224006697
285,167582,1176.242486764286
286,170822,763.7510932949201
287,74656,744.8752763775892
288,178517,784.8744848462972
290,81252,695.5178884960882
295,17105,1018.1590089823148
298,63680,914.9220979156906
300,155740,948.2982295986133
301,168869,437.00253932135865
304,12064,497.3398863393806
305,130059,849.0768457598427
309,159224,895.0398162343184
311,180886,996.9161739927462
315,74935,821.81179110354
318,116626,631.7586615115206
322,78613,1086.9089301029517
326,101445,724.9132186993323
